długość fali [nm] - 1) P=637,9uW	natężenie, jednostki umowne - 1) P=637,9uW	długość fali [nm] - 2) P=1,844mW	natężenie, jednostki umowne - 2) P=1,844mW	długość fali [nm] - 3) P=3,451mW	natężenie, jednostki umowne - 3) P=3,451mW	długość fali [nm] - 4) P=5,397mW	natężenie, jednostki umowne - 4) P=5,397mW	długość fali [nm] - 5) P=7,643mW	natężenie, jednostki umowne - 5) P=7,643mW	długość fali [nm] - 6) P=10,16mW	natężenie, jednostki umowne - 6) P=10,16mW	długość fali [nm] - 7) P=12,93mW	natężenie, jednostki umowne - 7) P=12,93mW	długość fali [nm] - 8) P=15,95mW	natężenie, jednostki umowne - 8) P=15,95mW	
1834	78,2171	1834	148,997	1834	260,66	1834	323,104	1834	448,195	1834	498,95	1834	616,989	1834	692,208	
1835	58,2529	1835	148,042	1835	242,627	1835	340,98	1835	424,86	1835	502,233	1835	626,247	1835	664,818	
1836	43,3038	1836	143,124	1836	218,331	1836	314,673	1836	435,454	1836	494,988	1836	587,179	1836	699,983	
1837	37,5767	1837	118,095	1837	258,062	1837	313,498	1837	404,885	1837	517,721	1837	589,264	1837	686,499	
1838	64,0991	1838	130,838	1838	258,465	1838	319,46	1838	442,154	1838	514,189	1838	622,026	1838	691,532	
1839	35,6102	1839	154,308	1839	237,16	1839	309,428	1839	401,92	1839	507,686	1839	622,136	1839	705,592	
1840	54,4423	1840	155,546	1840	251,971	1840	311,2	1840	424,228	1840	515,099	1840	582,048	1840	700,527	
1841	84,1328	1841	121,463	1841	219,234	1841	319,757	1841	406,129	1841	499,474	1841	574,557	1841	702,895	
1842	36,9346	1842	147,162	1842	229,145	1842	312,448	1842	417,704	1842	500,386	1842	620,535	1842	671,893	
1843	42,8733	1843	153,08	1843	214,445	1843	315,449	1843	434,931	1843	514,89	1843	613,615	1843	658,088	
1844	35,3655	1844	159,734	1844	234,746	1844	331,19	1844	404,178	1844	533,26	1844	616,647	1844	693,039	
1845	70,0074	1845	117,535	1845	247,236	1845	342,113	1845	442,857	1845	497,091	1845	605,892	1845	665,496	
1846	60,2248	1846	155,222	1846	214,546	1846	335,73	1846	427,692	1846	505,424	1846	576,194	1846	696,03	
1847	80,8887	1847	133,826	1847	224,183	1847	348,05	1847	401,053	1847	522,835	1847	590,397	1847	655,166	
1848	59,1793	1848	142,837	1848	237,572	1848	325,84	1848	440,143	1848	493,586	1848	595,529	1848	660,83	
1849	69,3217	1849	146,533	1849	222,597	1849	329,054	1849	398,981	1849	495,8	1849	611,202	1849	668,367	
1850	42,9571	1850	128,901	1850	240,997	1850	318,637	1850	417,961	1850	517,86	1850	612,018	1850	649,917	
1851	72,5333	1851	132,426	1851	245,566	1851	325,697	1851	438,714	1851	528,4	1851	594,444	1851	687,849	
1852	53,5814	1852	132,944	1852	227,144	1852	349,322	1852	409,378	1852	518,191	1852	612,63	1852	671,885	
1853	48,0366	1853	147,751	1853	214,258	1853	337,773	1853	433,728	1853	524,49	1853	593,459	1853	675,143	
1854	58,8866	1854	133,428	1854	218,358	1854	319,418	1854	397,63	1854	504,696	1854	571,28	1854	677,343	
1855	78,5512	1855	162,083	1855	212,359	1855	337,846	1855	399,927	1855	506,885	1855	588,997	1855	672,234	
1856	83,7878	1856	162,671	1856	253,908	1856	316,199	1856	404,546	1856	528,255	1856	571,995	1856	679,849	
1857	63,2242	1857	118,934	1857	218,711	1857	331,947	1857	411,886	1857	497,677	1857	562,563	1857	646,65	
1858	45,799	1858	125,842	1858	230,21	1858	346,348	1858	417,141	1858	494,685	1858	582,76	1858	671,276	
1859	72,3272	1859	150,475	1859	208,934	1859	318,68	1859	399,75	1859	496,829	1859	576,274	1859	663,157	
1860	58,0717	1860	157,575	1860	249,633	1860	320,071	1860	412,548	1860	484,768	1860	566,716	1860	664,359	
1861	79,8759	1861	159,387	1861	255,162	1861	308,648	1861	400,944	1861	491,12	1861	603,86	1861	643,806	
1862	60,9625	1862	150,368	1862	210,876	1862	326,984	1862	406,136	1862	485,457	1862	602,067	1862	665,058	
1863	79,0156	1863	127,049	1863	233,021	1863	342,06	1863	422,127	1863	506,655	1863	595,239	1863	683,921	
1864	64,1958	1864	161,235	1864	213,864	1864	307,094	1864	395,998	1864	496,579	1864	575,908	1864	639,466	
1865	35,0496	1865	161,362	1865	216,511	1865	337,964	1865	435,053	1865	474,625	1865	590,021	1865	686,186	
1866	40,5398	1866	124,495	1866	212,778	1866	318,708	1866	430,935	1866	504,541	1866	566,241	1866	649,553	
1867	35,8392	1867	157,187	1867	220,684	1867	310,376	1867	429,546	1867	518,415	1867	571,874	1867	681,467	
1868	64,8648	1868	145,181	1868	252,062	1868	322,268	1868	412,792	1868	518,187	1868	580,257	1868	638,271	
1869	47,3098	1869	135,422	1869	226,796	1869	317,78	1869	401,733	1869	483,486	1869	572,86	1869	680,594	
1870	64,9671	1870	142,088	1870	251,607	1870	326,954	1870	432,671	1870	470,923	1870	576,01	1870	664,266	
1871	78,3376	1871	152,693	1871	216,887	1871	331,842	1871	394,436	1871	510,057	1871	569,556	1871	634,861	
1872	47,4248	1872	159,788	1872	210,629	1872	325,548	1872	390,045	1872	506,577	1872	565,888	1872	660,82	
1873	58,6912	1873	125,139	1873	233,815	1873	301,713	1873	415,059	1873	499,823	1873	562,632	1873	656,544	
1874	65,0332	1874	127,052	1874	223,821	1874	320,215	1874	413,315	1874	508,329	1874	552,895	1874	667,127	
1875	63,048	1875	161,36	1875	253,667	1875	342,287	1875	389,503	1875	498,619	1875	582,027	1875	631,693	
1876	62,2378	1876	134,009	1876	242,153	1876	333,887	1876	394,235	1876	476,389	1876	560,09	1876	643,616	
1877	49,0869	1877	115,282	1877	253,323	1877	298,564	1877	393,36	1877	482,633	1877	575,115	1877	665,083	
1878	79,4769	1878	115,462	1878	224,667	1878	306,865	1878	421,965	1878	496,353	1878	571,639	1878	633,913	
1879	59,2988	1879	159,412	1879	241,719	1879	330,13	1879	426,43	1879	475,884	1879	551,891	1879	624,686	
1880	51,1043	1880	159,857	1880	233,998	1880	298,775	1880	418,725	1880	476,67	1880	584,108	1880	629,138	
1881	60,1525	1881	149,073	1881	235,212	1881	294,452	1881	412,82	1881	466,088	1881	567,284	1881	647,16	
1882	77,0152	1882	124,487	1882	221,296	1882	304,954	1882	423,377	1882	480,803	1882	591,229	1882	638,035	
1883	37,4692	1883	120,301	1883	219,458	1883	331,991	1883	396,946	1883	502,824	1883	579,047	1883	626,551	
1884	45,6316	1884	144,965	1884	232,296	1884	332,946	1884	420,17	1884	480,734	1884	563,208	1884	654,178	
1885	80,3267	1885	128,047	1885	217,335	1885	312,767	1885	406,283	1885	495,415	1885	544,29	1885	641,826	
1886	44,5176	1886	162,681	1886	237,729	1886	330,869	1886	427,13	1886	504,302	1886	560,92	1886	628,67	
1887	38,0115	1887	151,766	1887	228,439	1887	309,29	1887	405,007	1887	483,736	1887	570,204	1887	656,602	
1888	45,7914	1888	123,21	1888	250,552	1888	291,39	1888	426,573	1888	461,226	1888	585,108	1888	648,827	
1889	84,3794	1889	115,981	1889	242,136	1889	322,584	1889	424,321	1889	489,372	1889	586,411	1889	665,913	
1890	44,2738	1890	142,688	1890	215,473	1890	293,24	1890	398,834	1890	466,229	1890	581,885	1890	625,06	
1891	58,7064	1891	132,839	1891	251,296	1891	320,664	1891	396,408	1891	463,925	1891	580,406	1891	615,235	
1892	34,9887	1892	139,829	1892	211,227	1892	312,541	1892	388,684	1892	493,52	1892	557,004	1892	663,013	
1893	42,8865	1893	145,056	1893	251,671	1893	335,409	1893	421,354	1893	506,391	1893	568,229	1893	643,808	
1894	48,5134	1894	159,922	1894	221,666	1894	304,351	1894	393,271	1894	487,91	1894	584,165	1894	627,369	
1895	72,1038	1895	120,504	1895	206,335	1895	311,978	1895	404,369	1895	484,582	1895	582,977	1895	614,257	
1896	82,855	1896	125,891	1896	242,862	1896	291,014	1896	407,533	1896	474,572	1896	561,803	1896	623,585	
1897	51,9942	1897	151,65	1897	242,224	1897	337,896	1897	412,294	1897	490,531	1897	571,063	1897	658,227	
1898	64,9883	1898	157,035	1898	238,157	1898	301,914	1898	419,332	1898	459,366	1898	582,681	1898	624,88	
1899	44,7912	1899	139,98	1899	227,404	1899	332,214	1899	397,584	1899	456,895	1899	556,121	1899	644,732	
1900	45,0034	1900	131,588	1900	210,955	1900	325,157	1900	401,529	1900	486,423	1900	550,049	1900	633,549	
1901	60,701	1901	114,105	1901	220,321	1901	308,515	1901	375,49	1901	500,962	1901	563,823	1901	618,896	
1902	63,0374	1902	147,129	1902	206,96	1902	298,976	1902	400,054	1902	486,31	1902	542,973	1902	614,258	
1903	37,5015	1903	122,485	1903	226,362	1903	328,757	1903	412,391	1903	467,44	1903	565,886	1903	633,144	
1904	78,963	1904	137,942	1904	215,392	1904	292,592	1904	380,742	1904	467,118	1904	536,846	1904	626,893	
1905	41,5181	1905	120,228	1905	246,594	1905	287,98	1905	394,969	1905	470,667	1905	540,044	1905	607,795	
1906	74,6649	1906	135,753	1906	242,677	1906	316,176	1906	381,611	1906	496,511	1906	549,52	1906	618,178	
1907	42,8752	1907	120,169	1907	215,857	1907	323,171	1907	416,661	1907	484,703	1907	531,087	1907	645,37	
1908	71,3559	1908	113,683	1908	246,906	1908	317,305	1908	371,973	1908	450,517	1908	532,58	1908	637,363	
1909	79,3285	1909	151,66	1909	220,246	1909	286,06	1909	381,112	1909	458,098	1909	562,057	1909	627,176	
1910	58,9197	1910	153,376	1910	234,038	1910	327,479	1910	410,587	1910	456,056	1910	568,23	1910	625,147	
1911	45,185	1911	137,735	1911	207,331	1911	300,764	1911	416,693	1911	458,234	1911	570,562	1911	641,664	
1912	41,2605	1912	140,743	1912	246,564	1912	310,259	1912	385,857	1912	483,756	1912	548,835	1912	642,041	
1913	45,8933	1913	159,976	1913	240,135	1913	286,574	1913	376,954	1913	487,764	1913	551,424	1913	625,393	
1914	80,6311	1914	124,959	1914	222,728	1914	284,104	1914	398,497	1914	455,294	1914	531,231	1914	640,852	
1915	39,9119	1915	119,86	1915	206,923	1915	291,084	1915	395,85	1915	493,009	1915	563,466	1915	642,02	
1916	48,2027	1916	119,23	1916	231,238	1916	311,401	1916	414,912	1916	466,23	1916	564,578	1916	613,534	
1917	76,8323	1917	157,821	1917	236,188	1917	319,169	1917	385,319	1917	457,829	1917	566,691	1917	641,456	
1918	66,3662	1918	138,956	1918	219,715	1918	327,167	1918	364,766	1918	463,959	1918	538,686	1918	624,507	
1919	83,5758	1919	134,936	1919	213,335	1919	305,497	1919	399,846	1919	450,477	1919	538,951	1919	595,366	
1920	73,9952	1920	143,768	1920	236,592	1920	306,351	1920	392,301	1920	471,228	1920	529,262	1920	600,533	
1921	41,7046	1921	161,325	1921	239,016	1921	324,179	1921	394,583	1921	475,904	1921	538,711	1921	597,765	
1922	65,3655	1922	113,416	1922	246,092	1922	294,135	1922	396,249	1922	477,202	1922	519,911	1922	626,302	
1923	83,4964	1923	131,146	1923	207,309	1923	314,115	1923	402,837	1923	442,156	1923	551,451	1923	605,478	
1924	44,1542	1924	138,541	1924	237,003	1924	329,035	1924	371,41	1924	443,599	1924	530,798	1924	634,083	
1925	74,4534	1925	121,489	1925	234,316	1925	287,889	1925	366,553	1925	472,723	1925	544,09	1925	606,637	
1926	55,5777	1926	114,615	1926	224,135	1926	327,081	1926	364,068	1926	458,141	1926	554,425	1926	611,941	
1927	62,528	1927	141,81	1927	228,311	1927	311,4	1927	368,226	1927	484,283	1927	515,332	1927	602,548	
1928	70,0934	1928	116,047	1928	243,317	1928	300,06	1928	394,82	1928	447,426	1928	518,06	1928	595,612	
1929	40,6033	1929	156,961	1929	208,372	1929	320,353	1929	374,994	1929	460,106	1929	540,828	1929	594,55	
1930	82,1365	1930	127,862	1930	242,131	1930	304,657	1930	394,71	1930	453,795	1930	524,992	1930	590,945	
1931	71,3543	1931	149,043	1931	214,748	1931	304,295	1931	398,083	1931	452,609	1931	553,564	1931	632,601	
1932	43,9898	1932	144,366	1932	226,699	1932	321,018	1932	373,725	1932	446,164	1932	542,273	1932	605,838	
1933	37,3724	1933	122,978	1933	213,914	1933	285,029	1933	368,579	1933	458,199	1933	552,994	1933	618,427	
1934	61,842	1934	129,45	1934	199,161	1934	318,864	1934	373,898	1934	452,386	1934	551,582	1934	588,985	
1935	52,493	1935	121,617	1935	222,936	1935	311,475	1935	375,732	1935	449,997	1935	516,737	1935	580,429	
1936	81,1481	1936	155,421	1936	222,476	1936	303,686	1936	397,281	1936	442,811	1936	552,48	1936	619,327	
1937	62,4685	1937	141,848	1937	211,585	1937	289,725	1937	395,083	1937	475,216	1937	521,242	1937	584,14	
1938	84,3367	1938	144,853	1938	201,867	1938	279,468	1938	385,977	1938	476,336	1938	523,066	1938	587,369	
1939	67,372	1939	126,926	1939	238,77	1939	301,692	1939	367,258	1939	438,425	1939	538,832	1939	594,862	
1940	36,0525	1940	127,244	1940	205,15	1940	279,066	1940	364,251	1940	461,427	1940	511,941	1940	611,352	
1941	43,8245	1941	159,906	1941	223,176	1941	319,031	1941	380,264	1941	469,278	1941	531,9	1941	576,709	
1942	80,8241	1942	153,522	1942	203,375	1942	286,326	1942	373,472	1942	449,644	1942	505,2	1942	593,56	
1943	77,1582	1943	154,641	1943	203,628	1943	305,492	1943	360,228	1943	445,835	1943	552,46	1943	608,719	
1944	82,7726	1944	150,021	1944	233,36	1944	290,212	1944	363,352	1944	466,171	1944	536,571	1944	574,195	
1945	68,6077	1945	133,261	1945	219,651	1945	278,154	1945	370,44	1945	459,386	1945	509,911	1945	613,658	
1946	84,6096	1946	134,803	1946	206,656	1946	303,805	1946	401,462	1946	461,756	1946	516,008	1946	614,782	
1947	64,923	1947	137,632	1947	212,051	1947	293,964	1947	380,296	1947	463,987	1947	505,742	1947	574,692	
1948	38,7038	1948	114,599	1948	238,81	1948	281,825	1948	393,219	1948	465,8	1948	537,302	1948	588,791	
1949	80,8678	1949	158,219	1949	209,041	1949	314,521	1949	382,915	1949	446,58	1949	541,05	1949	572,944	
1950	48,3671	1950	113,86	1950	216,854	1950	314,06	1950	381,99	1950	441,018	1950	539,348	1950	603,685	
1951	47,9	1951	156,608	1951	223,277	1951	301,982	1951	401,136	1951	431,49	1951	537,388	1951	616,828	
1952	43,0531	1952	116,891	1952	203,431	1952	307,072	1952	369,322	1952	464,242	1952	505,133	1952	572,483	
1953	52,3552	1953	126,124	1953	223,816	1953	302,049	1953	375,072	1953	428,191	1953	501,339	1953	612,208	
1954	70,3352	1954	111,702	1954	238,858	1954	282,242	1954	360,178	1954	451,743	1954	517,831	1954	587,956	
1955	68,2642	1955	123,089	1955	194,249	1955	301,09	1955	380,721	1955	429,294	1955	522,184	1955	583,613	
1956	62,5485	1956	140,069	1956	207,323	1956	320,194	1956	373,278	1956	436,827	1956	505,363	1956	585,852	
1957	64,807	1957	141,85	1957	216,652	1957	306,093	1957	398,29	1957	440,152	1957	530,459	1957	578,187	
1958	81,557	1958	138,793	1958	236,408	1958	275,953	1958	386,31	1958	423,923	1958	541,889	1958	569,245	
1959	68,9001	1959	158,377	1959	223,622	1959	314,159	1959	375,475	1959	464,442	1959	495,65	1959	595,529	
1960	82,2637	1960	129,608	1960	220,027	1960	276,42	1960	374,736	1960	443,786	1960	529,398	1960	597,373	
1961	77,5989	1961	134,656	1961	236,381	1961	319,174	1961	396,29	1961	445,795	1961	539,025	1961	578,719	
1962	36,1924	1962	109,8	1962	215,588	1962	283,231	1962	350,896	1962	458,566	1962	509,882	1962	592,736	
1963	65,5996	1963	113,312	1963	228,092	1963	272,96	1963	349,109	1963	436,545	1963	539,186	1963	583,047	
1964	38,2019	1964	115,377	1964	190,518	1964	290,41	1964	353,083	1964	437,58	1964	516,182	1964	580,162	
1965	57,9188	1965	113,091	1965	237,833	1965	272,828	1965	392,087	1965	467,95	1965	515,964	1965	572,329	
1966	55,5161	1966	116,049	1966	194,284	1966	276,525	1966	368,712	1966	442,187	1966	534,722	1966	570,944	
1967	77,023	1967	128,709	1967	216,649	1967	268,878	1967	349,948	1967	437,479	1967	538,237	1967	602,082	
1968	49,4011	1968	123,66	1968	237,806	1968	303,51	1968	376,713	1968	464,982	1968	518,169	1968	555,713	
1969	82,9812	1969	146,399	1969	192,599	1969	290,671	1969	363,798	1969	456,269	1969	491,936	1969	571,255	
1970	77,4805	1970	134,238	1970	192,551	1970	299,899	1970	380,472	1970	457,166	1970	495,712	1970	597,544	
1971	71,3567	1971	136,238	1971	200,996	1971	310,841	1971	367,917	1971	455,36	1971	499,753	1971	598,332	
1972	36,3672	1972	150,069	1972	230,252	1972	299,8	1972	348,366	1972	458,28	1972	497,19	1972	571,43	
1973	45,2875	1973	140,602	1973	234,558	1973	305,259	1973	344,565	1973	451,78	1973	488,596	1973	596,214	
1974	50,4818	1974	146,023	1974	216,065	1974	281,746	1974	365,388	1974	432,515	1974	516,326	1974	595,394	
1975	73,8256	1975	131,149	1975	216,37	1975	307,467	1975	388,064	1975	463,867	1975	498,547	1975	590,83	
1976	62,8211	1976	127,87	1976	188,507	1976	269,365	1976	353,27	1976	454,717	1976	496,964	1976	562,734	
1977	50,5476	1977	156,019	1977	204,951	1977	272,695	1977	382,759	1977	424,304	1977	488,114	1977	578,248	
1978	48,4632	1978	142,276	1978	190,266	1978	265,763	1978	347,861	1978	456,983	1978	521,441	1978	548,474	
1979	54,9336	1979	123,622	1979	208,994	1979	266,334	1979	386,657	1979	434,429	1979	483,575	1979	581,523	
1980	84,5869	1980	142,662	1980	232,029	1980	293,927	1980	389,05	1980	454,795	1980	501,833	1980	580,87	
1981	52,3103	1981	131,797	1981	235,574	1981	297,376	1981	353,543	1981	445,005	1981	501,653	1981	586,172	
1982	50,5174	1982	156,028	1982	222,018	1982	296,738	1982	351,055	1982	414,382	1982	481,648	1982	562,701	
1983	69,8842	1983	114,944	1983	189,005	1983	269,128	1983	353,236	1983	412,272	1983	479,363	1983	587,638	
1984	65,3501	1984	154,727	1984	200,819	1984	311,908	1984	380,541	1984	427,237	1984	492,435	1984	560,921	
1985	81,4791	1985	108,623	1985	204,519	1985	306,789	1985	359,947	1985	441,453	1985	508,54	1985	551,773	
1986	73,5103	1986	112,463	1986	191,287	1986	269,182	1986	385,987	1986	436,488	1986	526,364	1986	547,521	
1987	40,5071	1987	156,205	1987	216,777	1987	264,925	1987	343,43	1987	408,225	1987	499,657	1987	590,772	
1988	34,7458	1988	108,528	1988	193,973	1988	309,451	1988	343,971	1988	450,221	1988	504,699	1988	582,764	
1989	73,8699	1989	140,715	1989	205,284	1989	294,159	1989	377,258	1989	441,585	1989	490,729	1989	566,802	
1990	59,0622	1990	130,455	1990	206,301	1990	287,414	1990	340,927	1990	426,489	1990	503,979	1990	579,537	
1991	61,8768	1991	111,267	1991	212,921	1991	268,54	1991	368,315	1991	423,418	1991	514,184	1991	568,125	
1992	35,9762	1992	154,737	1992	224,594	1992	292,675	1992	383,007	1992	437,919	1992	496,522	1992	558,399	
1993	73,792	1993	140,736	1993	218,591	1993	280,087	1993	375,436	1993	415,973	1993	476,972	1993	544,646	
1994	42,2387	1994	114,991	1994	191,767	1994	267,117	1994	379,975	1994	448,015	1994	474,761	1994	559,475	
1995	41,7297	1995	153,812	1995	194,735	1995	283,935	1995	340,824	1995	428,272	1995	471,936	1995	583,143	
1996	44,4866	1996	108,972	1996	203,575	1996	284,823	1996	354,727	1996	448,635	1996	519,279	1996	544,559	
1997	78,2686	1997	140,237	1997	193,383	1997	272,47	1997	374,639	1997	425,704	1997	492,144	1997	581,644	
1998	53,724	1998	116,729	1998	190,758	1998	274,723	1998	354,684	1998	426,458	1998	511,937	1998	564,04	
1999	41,1943	1999	129,92	1999	226,568	1999	307,255	1999	344,819	1999	432,212	1999	477,172	1999	538,306	
